testbed,host,pcap,mode,n_iter,n_replicates,ns_per_pkt_mean,ns_per_pkt_median,ns_per_pkt_p95,ns_per_pkt_ci95_lo,ns_per_pkt_ci95_hi,mpps_median,build_hash,kernel,nic_driver,nic_firmware
hp2-hp5-x710,hp2,https-web.pcap,c-bpf-flowdis,100,5,120.80,122,126.40,117.11,124.49,8,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,c-bpf-fast,100,5,22.20,22,23.70,21.81,22.59,45,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-graph,100,5,259,259,262.40,257.93,260.07,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-graph-enum,100,5,77.80,78,79.70,77.07,78.53,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-mono,100,5,81,81,82.70,80.38,81.62,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-mono-x4,100,5,83.40,83,84.00,82.92,83.88,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-compiled,100,5,81.60,81,85.40,80.27,82.93,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-simd,100,5,42,41,51.20,39.52,44.48,24,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-template,100,5,77,77,82.10,75.36,78.64,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,https-web.pcap,rust-template-simd,100,5,72.80,73,74.70,72.07,73.53,14,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-flowdis-usp,100,5,76.20,76,77.70,75.81,76.59,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-xdp2-usp,100,5,215.60,215,225.20,212.86,218.34,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-xdp2-parse-only,100,5,201.20,200,207.80,199.30,203.10,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-bpf-flowdis,100,5,112.20,113,113.00,111.24,113.16,8,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,c-bpf-fast,100,5,21.80,22,23.00,20.36,23.24,45,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-graph,100,5,508.40,523,525.00,478.29,538.51,2,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-graph-enum,100,5,20.80,21,22.70,19.84,21.76,47,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-mono,100,5,54.20,55,61.80,50.36,58.04,18,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-mono-x4,100,5,57.20,58,60.70,54.08,60.32,17,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-compiled,100,5,57.40,58,62.40,54.09,60.71,17,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-simd,100,5,71,72,74.00,66.98,75.02,14,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-template,100,5,23,23,24.00,21.93,24.07,42,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,mixed-real.pcap,rust-template-simd,100,5,20.60,21,22.70,19.27,21.93,46,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-flowdis-usp,100,5,28.40,30,30.00,26.48,30.32,33,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-xdp2-usp,100,5,93.60,94,97.70,90.93,96.27,10,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-xdp2-parse-only,100,5,94.80,80,214.30,63.31,126.29,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-bpf-flowdis,100,5,92.40,93,103.40,84.69,100.11,10,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,c-bpf-fast,100,5,26.60,26,28.00,25.42,27.78,38,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-graph,100,5,231.40,237,247.40,217.83,244.97,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-graph-enum,100,5,25.80,24,45.40,20.07,31.53,42,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-mono,100,5,26,27,28.70,24.36,27.64,37,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-mono-x4,100,5,28.20,29,29.00,27.06,29.34,34,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-compiled,100,5,23.20,24,25.00,21.40,25.00,40,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-simd,100,5,31.20,33,33.00,29.02,33.38,30,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-template,100,5,19,19,20.00,18.12,19.88,50,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp2,tcp_ipv4.pcap,rust-template-simd,100,5,19.80,21,21.00,18.36,21.24,47,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-flowdis-usp,100,5,162,162,162.00,162.00,162.00,6,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-xdp2-usp,100,5,232,232,232.00,232.00,232.00,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-xdp2-parse-only,100,5,220.80,221,221.00,220.41,221.19,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-bpf-flowdis,100,5,90.40,91,93.70,88.38,92.42,10,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,c-bpf-fast,100,5,17.60,18,18.00,17.12,18.08,55,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-graph,100,5,290.60,289,295.40,288.58,292.62,3,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-graph-enum,100,5,12,12,12.00,12.00,12.00,81,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-mono,100,5,50.40,50,51.00,49.92,50.88,20,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-mono-x4,100,5,55.20,55,56.70,54.81,55.59,18,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-compiled,100,5,47.20,47,48.00,46.47,47.93,21,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-simd,100,5,57.20,57,62.10,55.76,58.64,18,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-template,100,5,50.60,51,51.00,50.12,51.08,20,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,combo.pcap,rust-template-simd,100,5,56.60,56,58.70,55.82,57.38,18,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-flowdis-usp,100,5,122,122,124.70,120.61,123.39,8,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-xdp2-usp,100,5,194.60,194,197.00,192.58,196.62,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-xdp2-parse-only,100,5,183,183,184.00,182.12,183.88,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-bpf-flowdis,100,5,117.60,119,121.70,114.65,120.55,8,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,c-bpf-fast,100,5,23,23,24.70,22.38,23.62,43,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-graph,100,5,265.20,265,271.10,262.93,267.47,4,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-graph-enum,100,5,78.40,78,80.70,77.40,79.40,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-mono,100,5,82.40,82,85.40,81.62,83.18,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-mono-x4,100,5,85.40,85,86.00,84.92,85.88,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-compiled,100,5,82.20,82,83.00,81.47,82.93,12,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-simd,100,5,41.60,42,45.40,40.13,43.07,23,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-template,100,5,77,77,78.70,76.38,77.62,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,https-web.pcap,rust-template-simd,100,5,74,74,75.70,73.38,74.62,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-flowdis-usp,100,5,67.60,67,69.70,66.82,68.38,14,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-xdp2-usp,100,5,189.60,189,191.70,188.82,190.38,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-xdp2-parse-only,100,5,176.80,177,180.40,175.50,178.10,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-bpf-flowdis,100,5,99.80,99,102.70,98.36,101.24,10,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,c-bpf-fast,100,5,21.40,21,27.80,19.58,23.22,47,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-graph,100,5,464.40,464,469.40,461.80,467.00,2,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-graph-enum,100,5,18.20,18,19.00,17.47,18.93,53,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-mono,100,5,48.40,48,49.00,47.92,48.88,21,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-mono-x4,100,5,52.20,52,55.40,51.24,53.16,19,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-compiled,100,5,53.20,53,56.40,52.24,54.16,19,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-simd,100,5,65.40,65,66.00,64.92,65.88,15,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-template,100,5,21,21,21.00,21.00,21.00,47,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,mixed-real.pcap,rust-template-simd,100,5,19,19,19.00,19.00,19.00,52,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-flowdis-usp,100,5,26.20,26,27.70,25.81,26.59,38,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-xdp2-usp,100,5,107,93,229.00,74.49,139.51,10,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-xdp2-parse-only,100,5,73.40,72,81.80,70.20,76.60,13,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-bpf-flowdis,100,5,84.40,85,88.70,81.45,87.35,11,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-bpf-xdp2,100,0,—,—,—,—,—,—,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,c-bpf-fast,100,5,24.40,24,25.00,23.92,24.88,41,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,rust-graph,100,5,237,218,296.50,212.15,261.85,5,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
hp2-hp5-x710,hp5,tcp_ipv4.pcap,rust-graph-enum,100,5,22,22,28.80,19.85,24.15,45,/nix/store/bhzmrx71ssyri9d0ha8dxsg5skn129s5-xdp2-rs-0.1.0/bin/xdp2-bench,7.0.1,i40e,9.30
